face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2329_ema_face0.jpg,White,White,Female,20-29,"[5.5650246e-01 5.2709150e-04 1.0161485e-01 2.0067002e-01 4.9002118e-02
 1.2473834e-02 7.9209581e-02]",[0.5773728  0.01414656 0.3871056  0.02137501],[0.18689333 0.81310666],"[5.8056594e-06 1.5554787e-04 2.8599529e-02 5.4475796e-01 3.7996125e-01
 4.4486184e-02 1.8616323e-03 1.6612926e-04 5.9125005e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/206_ema_face0.jpg,White,White,Female,20-29,"[0.7457199  0.00309951 0.17813566 0.00957543 0.01296911 0.00731324
 0.04318704]",[0.88001066 0.00431756 0.11297889 0.00269285],[0.00216892 0.9978311 ],"[2.2576435e-06 1.5402495e-04 2.9855864e-02 5.8209825e-01 3.6738577e-01
 2.0045716e-02 4.4195782e-04 1.5807314e-05 4.3225714e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/91_ema_face0.jpg,White,White,Female,10-19,"[9.5652747e-01 1.5064594e-04 1.4757326e-02 5.1428722e-03 1.8281778e-03
 4.6313793e-04 2.1130366e-02]",[0.9923567  0.00141974 0.00518913 0.00103438],[0.0883202 0.9116798],"[9.4690135e-05 1.4099732e-02 4.3630767e-01 3.7017143e-01 1.5436815e-01
 2.3728603e-02 1.1655586e-03 5.9281374e-05 4.9522250e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/586_ema_face0.jpg,White,White,Male,20-29,"[0.39373443 0.00559055 0.25532824 0.04666742 0.07522363 0.07902326
 0.14443246]",[0.5400392  0.02441514 0.14337991 0.29216576],[0.8630048  0.13699515],"[8.4744708e-04 5.7677638e-02 2.9305175e-01 3.6592895e-01 2.2068000e-01
 5.5363566e-02 5.7826317e-03 6.1062002e-04 5.7371079e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/209_ema_face0.jpg,Middle Eastern,White,Female,20-29,"[0.19060071 0.00297113 0.07726035 0.02185615 0.0077678  0.02420499
 0.67533886]",[0.9895044  0.00099273 0.00329558 0.0062073 ],[0.02667269 0.9733273 ],"[9.2585899e-05 1.1055885e-03 2.2558182e-02 5.6232399e-01 3.4423614e-01
 6.0669910e-02 7.3842020e-03 1.4668435e-03 1.6254646e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/385_ema_face0.jpg,Middle Eastern,White,Male,40-49,"[1.16788894e-01 8.23278795e-04 1.94948725e-02 1.58172901e-04
 5.75890823e-04 4.07699356e-03 8.58081937e-01]",[9.8458368e-01 9.1486605e-04 7.7090850e-03 6.7924047e-03],[0.9961827  0.00381734],"[7.57696353e-06 1.44170035e-05 3.97683412e-04 8.47908668e-03
 1.48911789e-01 5.98150253e-01 2.31103882e-01 1.25213685e-02
 4.13982460e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2006_ema_face0.jpg,Latino_Hispanic,Black,Female,20-29,"[0.03700392 0.06356037 0.46723127 0.01168717 0.05614619 0.31573668
 0.04863437]",[0.20297118 0.40842932 0.03349951 0.35509995],[0.27973872 0.7202613 ],"[2.3747272e-07 8.8462417e-05 5.2565005e-02 7.3722458e-01 2.0025784e-01
 9.6152425e-03 2.4245385e-04 5.9651115e-06 2.5097501e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1614_ema_face0.jpg,Latino_Hispanic,White,Female,20-29,"[0.09059326 0.00056869 0.43752697 0.12565742 0.05267497 0.16323264
 0.1297461 ]",[0.46467245 0.00312896 0.29762405 0.23457456],[0.01689061 0.9831094 ],"[1.8887145e-05 1.0683794e-02 3.1234556e-01 6.3633972e-01 3.9599199e-02
 1.0003813e-03 1.1286804e-05 1.1106785e-06 9.5034572e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2056_ema_face0.jpg,White,White,Female,20-29,"[0.60575163 0.00149845 0.03222989 0.00186322 0.00093544 0.00072172
 0.35699967]",[9.9410897e-01 4.2067519e-03 1.2621759e-03 4.2223238e-04],[6.2494160e-04 9.9937505e-01],"[3.50221171e-06 1.54685782e-04 1.79890878e-02 7.29630113e-01
 2.39133850e-01 1.25796255e-02 4.76481684e-04 3.10914911e-05
 1.64787048e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1757_ema_face0.jpg,Indian,White,Male,40-49,"[2.2186758e-01 4.7334116e-02 7.6119289e-02 4.1303916e-05 4.0148091e-04
 4.6670789e-01 1.8752840e-01]",[0.8463361  0.01032106 0.00287244 0.14047042],[9.999006e-01 9.945177e-05],"[3.65469132e-05 7.24791898e-05 2.17810753e-04 4.57048509e-03
 1.83060750e-01 5.92373490e-01 2.15017140e-01 4.53251833e-03
 1.18635064e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/252_ema_face0.jpg,Black,Black,Male,50-59,"[8.1216038e-04 7.8643942e-01 6.0848990e-03 8.4113126e-06 1.2871542e-04
 2.0421198e-01 2.3144148e-03]",[1.5908321e-04 9.2460126e-01 1.0916928e-04 7.5130522e-02],[9.9997300e-01 2.7058537e-05],"[9.8579085e-07 2.8384834e-06 4.3472304e-05 1.3542541e-03 3.0290086e-02
 2.8962290e-01 5.8667701e-01 8.8437721e-02 3.5707199e-03]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/531_ema_face0.jpg,White,White,Male,10-19,"[0.6081743  0.00084419 0.2568087  0.00296625 0.00209067 0.0008675
 0.12824836]",[0.7671528  0.00593567 0.22019807 0.00671349],[0.7279856  0.27201438],"[8.3049218e-04 1.7531474e-01 4.1091383e-01 6.5849833e-02 2.0346692e-01
 1.2301909e-01 1.7632356e-02 2.5980782e-03 3.7465247e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1149_ema_face0.jpg,White,White,Male,30-39,"[5.5134702e-01 1.7139560e-04 2.8588310e-02 2.7094800e-05 9.3573413e-05
 2.5918630e-03 4.1718075e-01]",[9.9330169e-01 1.8732979e-04 1.7439286e-04 6.3365065e-03],[9.9999851e-01 1.4641506e-06],"[7.5302603e-07 2.2105371e-06 2.7645452e-04 5.5092905e-02 5.8004177e-01
 3.4287551e-01 2.1208506e-02 4.9183524e-04 1.0073812e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2362_ema_face0.jpg,White,White,Male,3-9,"[9.7827268e-01 6.7430083e-05 4.8583620e-03 9.7242169e-05 1.0571079e-04
 2.6232612e-04 1.6336106e-02]",[9.9691039e-01 1.4515818e-03 9.6039887e-04 6.7759748e-04],[0.619315  0.3806849],"[2.9229510e-01 6.8216455e-01 1.5108215e-02 2.6586379e-03 4.3163463e-03
 2.4633647e-03 8.1239751e-04 1.4383337e-04 3.7516704e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1247_ema_face0.jpg,Latino_Hispanic,White,Male,20-29,"[0.14935482 0.01319832 0.54974675 0.0014788  0.00540025 0.0965618
 0.18425927]",[0.8252975  0.03747908 0.00668062 0.13054276],[0.9946105  0.00538948],"[2.3416590e-06 1.5335000e-03 2.1560162e-01 6.9666755e-01 8.4008209e-02
 2.1710468e-03 1.4649197e-05 9.4064262e-07 5.7961564e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/93_ema_face0.jpg,Black,Black,Male,30-39,"[6.5785230e-06 9.8300987e-01 3.0065075e-04 3.6908665e-07 1.6630551e-05
 1.6560812e-02 1.0505177e-04]",[1.8894341e-05 9.8774225e-01 6.7419023e-05 1.2171483e-02],[9.999682e-01 3.179109e-05],"[1.5545483e-08 6.9249950e-07 6.9814327e-04 2.3689483e-01 7.0621890e-01
 5.5519909e-02 6.6079857e-04 6.6010330e-06 1.1123240e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1910_ema_face0.jpg,Southeast Asian,Asian,Male,30-39,"[0.0012555  0.00385438 0.07027375 0.44453824 0.46851644 0.00981284
 0.00174888]",[8.0243612e-05 2.7993205e-04 9.9404836e-01 5.5914950e-03],[9.9984789e-01 1.5215884e-04],"[6.2818544e-06 2.6160997e-04 1.7797576e-02 9.0405323e-02 4.2077595e-01
 3.9225632e-01 7.2205409e-02 6.0635572e-03 2.2790350e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/319_ema_face0.jpg,Latino_Hispanic,White,Female,20-29,"[0.14980836 0.09628063 0.59878033 0.03089917 0.07283    0.03079335
 0.02060815]",[0.6160667  0.22227758 0.03945684 0.1221989 ],[0.18841965 0.81158036],"[3.4002012e-05 1.5891654e-02 3.7401542e-01 4.4667733e-01 1.4678882e-01
 1.5903618e-02 6.5465504e-04 3.1925381e-05 2.4995686e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/473_ema_face0.jpg,East Asian,Asian,Female,3-9,"[1.3187153e-02 3.0288386e-06 1.0119303e-02 9.2917663e-01 4.4451032e-02
 7.6605176e-04 2.2967649e-03]",[4.6937384e-02 3.0047526e-05 9.4785696e-01 5.1756050e-03],[0.12130295 0.878697  ],"[6.4226456e-02 9.2051393e-01 1.4071663e-02 7.9631567e-04 2.7695851e-04
 8.3976003e-05 1.8817726e-05 9.7865150e-06 2.0127634e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1170_ema_face0.jpg,White,White,Female,30-39,"[0.76971203 0.00344875 0.11539634 0.0014747  0.00276557 0.00551377
 0.10168886]",[0.6734432  0.04997222 0.24591772 0.03066684],[0.23548523 0.7645148 ],"[7.8325953e-05 4.8409039e-03 9.2690237e-02 3.7137800e-01 4.1984916e-01
 1.0220445e-01 8.3647901e-03 5.4229255e-04 5.1802352e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1842_ema_face0.jpg,Indian,Indian,Male,10-19,"[0.0294896  0.02943092 0.23297638 0.00078263 0.00582069 0.5947125
 0.10678726]",[0.01234852 0.02420438 0.00109066 0.96235645],[0.9122277  0.08777229],"[3.6316345e-05 4.3243062e-02 5.2791852e-01 3.8429371e-01 4.2586777e-02
 1.8840660e-03 3.4205059e-05 3.0295362e-06 2.5269608e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2132_ema_face0.jpg,Black,Asian,Male,30-39,"[0.0103508  0.45625356 0.31696334 0.01804939 0.06620125 0.07462263
 0.05755898]",[0.01852212 0.26817352 0.6925911  0.02071327],[0.9378616  0.06213834],"[3.3137153e-06 4.4213772e-05 1.0287581e-02 4.0272051e-01 4.6475598e-01
 1.1526220e-01 6.4535304e-03 4.5656547e-04 1.6144209e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/672_ema_face0.jpg,Indian,Indian,Female,10-19,"[6.3629815e-04 1.4036392e-01 1.7283420e-01 4.2099244e-04 5.6545630e-02
 6.2901103e-01 1.8792578e-04]",[3.0675504e-04 2.2125280e-01 4.9441741e-03 7.7349621e-01],[0.3848728  0.61512727],"[2.5993204e-04 2.8245589e-01 6.5849644e-01 3.9490476e-02 1.4941580e-02
 3.9004104e-03 4.0872116e-04 4.4298678e-05 2.2563113e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2388_ema_face0.jpg,White,White,Female,3-9,"[9.7632974e-01 1.5572416e-04 5.0589680e-03 1.1054183e-02 2.1384133e-03
 9.8172110e-05 5.1648249e-03]",[9.9951398e-01 2.6108744e-04 2.0223258e-04 2.2703620e-05],[0.2710111 0.7289888],"[1.8612253e-03 5.3205580e-01 3.7122101e-01 7.5200081e-02 1.6224781e-02
 3.0784898e-03 3.1525700e-04 2.8635835e-05 1.4728794e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2129_ema_face0.jpg,Latino_Hispanic,Asian,Male,3-9,"[0.02143248 0.00152773 0.475666   0.22496586 0.25555295 0.00887207
 0.01198289]",[5.5767819e-02 5.0053542e-04 9.3611467e-01 7.6169963e-03],[0.62683755 0.37316245],"[1.8896878e-04 5.0942868e-01 4.8040399e-01 8.7334551e-03 1.1608710e-03
 7.9290628e-05 3.3836434e-06 1.0909824e-06 1.7627826e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/317_ema_face0.jpg,Latino_Hispanic,Asian,Male,3-9,"[0.05479628 0.07875732 0.48902974 0.04410788 0.2622067  0.05311508
 0.01798691]",[0.14077716 0.28511986 0.4720239  0.10207907],[0.7857153  0.21428473],"[1.2887269e-02 9.0561235e-01 7.2820790e-02 5.0721080e-03 2.6069391e-03
 7.6753035e-04 1.7106473e-04 5.0254625e-05 1.1677817e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1540_ema_face0.jpg,Black,Black,Male,10-19,"[0.00155223 0.8443121  0.04034759 0.00266326 0.05835594 0.04906951
 0.00369941]",[0.01634315 0.56084913 0.03435441 0.38845333],[0.700629   0.29937094],"[2.14641143e-04 8.66163373e-02 6.42367721e-01 2.18586355e-01
 4.56442870e-02 6.09872025e-03 4.04338498e-04 5.32615595e-05
 1.43064535e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/674_ema_face0.jpg,White,White,Male,20-29,"[0.9143119  0.00140106 0.01788603 0.00101589 0.00105977 0.00431483
 0.06001054]",[9.9743313e-01 8.2310400e-04 2.1353028e-04 1.5302267e-03],[0.9873011 0.0126989],"[4.7372585e-05 8.9502934e-04 7.4931763e-02 6.4871216e-01 2.5360173e-01
 2.0665025e-02 1.0073282e-03 1.1570180e-04 2.3849039e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/24_ema_face0.jpg,Black,Black,Male,30-39,"[0.01744454 0.49826053 0.10416568 0.01145974 0.03330386 0.3027534
 0.03261228]",[0.003547   0.85480493 0.01829537 0.12335271],[0.98548055 0.01451941],"[3.4895951e-05 3.3821090e-04 1.6063128e-02 1.5705907e-01 4.2387530e-01
 3.2695153e-01 7.0002429e-02 5.3342669e-03 3.4111846e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2052_ema_face0.jpg,Latino_Hispanic,White,Female,20-29,"[0.38287058 0.00607119 0.5288935  0.00552276 0.00505142 0.01629014
 0.05530047]",[0.984151   0.00837323 0.00303137 0.0044444 ],[0.00148328 0.9985167 ],"[1.7960897e-06 1.6334516e-03 1.3659284e-01 7.9005963e-01 7.1166076e-02
 5.4185314e-04 4.2648508e-06 1.4424006e-07 5.2869207e-09]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1292_ema_face0.jpg,Southeast Asian,Black,Male,40-49,"[0.00171426 0.27570313 0.03633578 0.02564754 0.6475646  0.01136453
 0.00167014]",[0.0126116  0.899784   0.05997611 0.02762822],[0.7181069 0.2818931],"[1.5972650e-05 1.8046761e-04 5.2802819e-03 4.1699328e-02 2.7602410e-01
 3.9453027e-01 2.5810018e-01 2.0958683e-02 3.2107742e-03]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/664_ema_face0.jpg,White,White,Female,30-39,"[0.9387612  0.00365076 0.02560809 0.00455732 0.00729734 0.00323707
 0.01688842]",[0.85624516 0.11299553 0.02545523 0.00530408],[0.18834472 0.8116553 ],"[3.1854648e-05 2.8563367e-04 5.6387214e-03 1.2011207e-01 4.9397871e-01
 3.4786430e-01 3.1037267e-02 9.7444601e-04 7.7005112e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2286_ema_face0.jpg,White,White,Male,20-29,"[0.5425856  0.0025699  0.27083364 0.00555624 0.02134834 0.06909128
 0.08801495]",[0.7476832  0.00201904 0.0120398  0.23825793],[0.9211709  0.07882913],"[1.5365213e-06 1.6009752e-04 4.4653215e-02 6.7779571e-01 2.4971816e-01
 2.6475530e-02 1.1473154e-03 4.6089619e-05 2.3030527e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/135_ema_face0.jpg,White,White,Male,30-39,"[6.3261634e-01 1.5006156e-03 8.2135685e-02 8.1767750e-05 2.6004913e-04
 4.4023920e-02 2.3938163e-01]",[0.7596004  0.00465355 0.00176619 0.23397987],[0.52326566 0.47673428],"[2.1082699e-06 2.9458724e-05 7.7811494e-03 4.2067748e-01 5.1939374e-01
 5.1123865e-02 9.6809171e-04 2.3050743e-05 1.0845262e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/2410_ema_face0.jpg,East Asian,White,Female,20-29,"[0.08324045 0.00098768 0.13573624 0.56684566 0.19895929 0.00148609
 0.0127446 ]",[0.5027225  0.08135704 0.40119755 0.01472295],[2.0017285e-05 9.9997997e-01],"[1.9729299e-07 5.2526215e-04 1.4845642e-01 8.2803655e-01 2.2743674e-02
 2.3691099e-04 9.7524196e-07 3.2727304e-08 8.9909358e-10]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/1947_ema_face0.jpg,East Asian,White,Male,20-29,"[2.1059382e-01 9.8322947e-05 1.5111421e-01 5.1226282e-01 8.8102438e-02
 5.8112922e-04 3.7247315e-02]",[8.98647487e-01 5.51537341e-05 1.00383304e-01 9.14016389e-04],[0.9436439  0.05635613],"[4.39358482e-05 5.73697966e-03 8.77849981e-02 4.20916736e-01
 4.14329976e-01 6.64965734e-02 4.37160395e-03 3.04740155e-04
 1.44312135e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206_ema/640_ema_face0.jpg,Black,Black,Male,3-9,"[1.99440947e-05 9.99846041e-01 7.37836599e-05 6.78902052e-06
 3.31569754e-05 1.17828195e-05 8.53768688e-06]",[1.5084810e-05 9.9983609e-01 1.2758399e-04 2.1239410e-05],[0.7047913  0.29520872],"[7.2265475e-04 5.8555871e-01 3.8406870e-01 2.3873840e-02 4.7902088e-03
 8.9798804e-04 7.6151511e-05 7.8313360e-06 3.9195847e-06]"
