face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces_fairface_bal_gen_ddpm_ep=206/1627_face0.jpg,White,White,Male,0-2,"[0.842644   0.00484762 0.06419    0.01457481 0.00803975 0.00575525
 0.0599486 ]",[0.9632826  0.00579963 0.02444794 0.0064699 ],[0.9245035  0.07549654],"[6.0848117e-01 3.8777065e-01 2.2982787e-03 4.8258685e-04 6.1815692e-04
 2.3606193e-04 8.6663749e-05 2.0153451e-05 6.2618492e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/15_face0.jpg,East Asian,Asian,Male,30-39,"[1.9906186e-03 6.5721106e-06 2.3317710e-03 9.1461980e-01 8.0524750e-02
 6.2752937e-05 4.6380018e-04]",[5.4104873e-03 5.3340627e-06 9.9452055e-01 6.3623214e-05],[0.9988765  0.00112348],"[6.9541456e-06 1.1456502e-04 1.4903320e-02 3.0242983e-01 5.6814510e-01
 1.0709803e-01 6.5953685e-03 6.9650455e-04 1.0416276e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2252_face0.jpg,East Asian,Asian,Male,20-29,"[0.21301228 0.00265073 0.07755769 0.4806667  0.20087063 0.00267094
 0.02257113]",[0.09146048 0.04572357 0.86091805 0.00189792],[0.57557833 0.4244217 ],"[8.8346945e-07 1.1615585e-04 5.3952534e-02 5.7685041e-01 3.3578736e-01
 3.2091603e-02 1.1521318e-03 4.7575770e-05 1.2788804e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/256_face0.jpg,East Asian,Asian,Male,20-29,"[0.00862467 0.00627902 0.04673746 0.6343784  0.26191273 0.03485314
 0.00721467]",[0.00615303 0.00273641 0.98654467 0.00456585],[0.92156917 0.07843082],"[8.9426707e-05 1.1020369e-02 2.2035542e-01 5.8043742e-01 1.7031431e-01
 1.6689146e-02 8.8937627e-04 1.9378652e-04 1.0764659e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3657_face0.jpg,Indian,White,Male,30-39,"[0.20129189 0.07175077 0.2306222  0.00148143 0.01598728 0.40036392
 0.07850252]",[0.45745495 0.02901641 0.06524007 0.4482886 ],[0.66552967 0.33447027],"[3.1119736e-05 1.6464469e-04 8.1801973e-03 2.1384287e-01 3.6329904e-01
 3.0527899e-01 9.4125971e-02 1.4117281e-02 9.5984159e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3_face0.jpg,Middle Eastern,White,Male,20-29,"[0.32962376 0.0018348  0.22326903 0.0170575  0.01547527 0.04599604
 0.3667436 ]",[0.66748875 0.00403713 0.01196457 0.31650946],[0.98144203 0.01855798],"[4.0967057e-05 1.7809784e-03 1.9375591e-02 4.9594492e-01 4.3176931e-01
 4.9744125e-02 1.2344330e-03 1.0413358e-04 5.5901846e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/4350_face0.jpg,Black,Black,Male,30-39,"[2.1192287e-03 8.4381908e-01 1.1397041e-02 3.4816132e-04 3.5499604e-03
 1.3659427e-01 2.1721679e-03]",[0.09989078 0.54743063 0.16337408 0.18930449],[0.9031168  0.09688315],"[2.2454375e-05 1.3880201e-03 1.8403800e-02 2.1650447e-01 4.9086073e-01
 2.1950583e-01 5.0716251e-02 2.4090311e-03 1.8941725e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2116_face0.jpg,East Asian,Asian,Male,40-49,"[2.9828816e-03 4.9591519e-05 1.1726461e-02 8.6482555e-01 1.2000255e-01
 2.5700155e-04 1.5594151e-04]",[3.1631871e-03 2.5397821e-04 9.9638492e-01 1.9792673e-04],[0.8514027  0.14859731],"[2.36089045e-06 5.71227974e-05 5.01245447e-03 6.41191751e-02
 3.70913267e-01 4.26978827e-01 1.24223769e-01 8.57515540e-03
 1.17970645e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1808_face0.jpg,Latino_Hispanic,Asian,Female,20-29,"[0.17853272 0.00425078 0.7516262  0.01129029 0.03302373 0.00774538
 0.01353093]",[0.2298325  0.08404909 0.6119613  0.07415715],[0.00961063 0.9903894 ],"[7.9494412e-06 3.0044822e-03 2.4416772e-01 4.2674452e-01 2.8927869e-01
 3.5843015e-02 9.1132021e-04 4.1007861e-05 1.3164204e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2298_face0.jpg,White,White,Male,20-29,"[8.6654687e-01 1.1183484e-02 3.4244787e-02 5.0748859e-02 1.9043878e-02
 5.8145239e-04 1.7650640e-02]",[0.70085317 0.18057103 0.11747258 0.00110313],[0.980427 0.019573],"[1.0264202e-03 1.4744941e-02 1.7771304e-01 5.0041074e-01 2.6303020e-01
 3.9221898e-02 3.3799184e-03 3.8791829e-04 8.4968706e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/551_face0.jpg,Black,Black,Female,30-39,"[0.00329454 0.6241547  0.09957886 0.01187175 0.05870033 0.1953104
 0.00708946]",[0.00212156 0.9212695  0.02417396 0.05243499],[0.01160931 0.9883907 ],"[2.3167767e-04 4.2471010e-03 2.1605255e-02 1.3054734e-01 4.4411364e-01
 3.1931621e-01 7.5535052e-02 4.2260126e-03 1.7773894e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/92_face0.jpg,East Asian,Asian,Female,20-29,"[4.2209603e-02 5.6753872e-04 4.6310954e-02 7.2901171e-01 1.6889408e-01
 4.6577952e-03 8.3482470e-03]",[0.02024624 0.00141177 0.9749865  0.00335546],[0.01626902 0.983731  ],"[1.1170562e-05 1.3948843e-02 4.0240231e-01 5.7210249e-01 1.1330493e-02
 2.0187171e-04 2.4442697e-06 2.6516321e-07 3.3504701e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1812_face0.jpg,White,White,Female,30-39,"[9.9935532e-01 1.1060065e-06 1.1297405e-04 4.1507806e-06 7.4833856e-06
 5.5574023e-06 5.1339011e-04]",[9.9891019e-01 1.1259972e-04 6.0503482e-04 3.7216715e-04],[0.00191369 0.9980863 ],"[8.3565044e-07 5.2031464e-05 1.2076916e-02 3.6043215e-01 5.1402771e-01
 1.0658621e-01 6.5547754e-03 2.5580663e-04 1.3582672e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1178_face0.jpg,Indian,Indian,Female,10-19,"[0.07814195 0.18629624 0.2443215  0.00117805 0.0099931  0.447597
 0.03247215]",[0.07944421 0.17001206 0.01264445 0.7378993 ],[0.43295708 0.5670429 ],"[3.3064920e-04 2.3467687e-01 5.5243534e-01 1.8539603e-01 2.5393767e-02
 1.7052667e-03 5.2796564e-05 8.1996814e-06 1.0256855e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/4339_face0.jpg,White,White,Male,20-29,"[9.9799174e-01 2.7756523e-06 6.2415726e-04 1.6738837e-05 9.9034005e-06
 1.3288485e-05 1.3414703e-03]",[9.9932170e-01 5.4373224e-05 4.7056584e-04 1.5339009e-04],[0.99773335 0.00226663],"[1.3383575e-07 3.4698235e-06 7.8695174e-03 6.3878322e-01 3.2540295e-01
 2.7306851e-02 6.2028947e-04 1.2749493e-05 8.1499934e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1276_face0.jpg,White,White,Male,10-19,"[0.35555115 0.08565819 0.2519338  0.01251408 0.01575747 0.05283007
 0.22575524]",[0.7948871  0.07411794 0.06873185 0.06226308],[0.64314437 0.35685566],"[5.3113181e-04 1.3297611e-01 4.1922161e-01 3.9976946e-01 4.4601310e-02
 2.8096086e-03 7.6522432e-05 1.2903453e-05 1.2932288e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/584_face0.jpg,White,White,Female,20-29,"[0.700344   0.00732232 0.06191051 0.00450514 0.00566332 0.00568075
 0.21457393]",[9.7433585e-01 5.4268208e-03 1.9423587e-02 8.1361941e-04],[0.33387932 0.66612065],"[1.3466976e-06 3.7497743e-05 2.9900899e-02 6.0163438e-01 3.4273905e-01
 2.4974449e-02 6.7640777e-04 3.3587843e-05 2.3872637e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3942_face0.jpg,Middle Eastern,White,Male,20-29,"[1.9546115e-01 3.1338719e-04 1.6408055e-01 1.1065938e-02 7.3249214e-03
 1.5388256e-02 6.0636580e-01]",[9.4152498e-01 5.1088387e-04 3.9026182e-02 1.8937916e-02],[0.84436613 0.15563385],"[4.03541235e-05 1.32613024e-03 1.15742326e-01 4.35769022e-01
 3.83697927e-01 6.13780133e-02 1.91632193e-03 1.23001621e-04
 6.94618257e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/168_face0.jpg,Southeast Asian,Asian,Male,20-29,"[0.07120707 0.02618713 0.09967025 0.32182708 0.45663968 0.01591546
 0.00855332]",[0.43067002 0.03893675 0.5256417  0.00475145],[9.999554e-01 4.460723e-05],"[6.9667192e-07 3.3298269e-04 1.2685096e-01 7.5294209e-01 1.1393923e-01
 5.7713860e-03 1.5516105e-04 7.2187900e-06 3.4431991e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2357_face0.jpg,White,White,Female,50-59,"[8.6099923e-01 3.2436778e-04 4.9203921e-02 3.4145860e-04 4.4289904e-04
 5.0778454e-03 8.3610296e-02]",[0.9723507  0.00196587 0.00412686 0.02155668],[0.20319942 0.7968006 ],"[1.9072872e-05 2.7072130e-04 4.5457045e-03 1.9304868e-02 8.3687402e-02
 3.1146634e-01 3.6900362e-01 1.8310632e-01 2.8595973e-02]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1417_face0.jpg,White,White,Female,50-59,"[9.1396618e-01 2.5844409e-05 1.3756816e-03 1.2422713e-05 2.6973032e-05
 8.2393467e-02 2.1994393e-03]",[8.6210752e-01 2.2100819e-04 7.9948356e-04 1.3687198e-01],[0.01518678 0.9848132 ],"[1.8778702e-06 4.7958079e-06 8.0833015e-05 1.7687979e-03 1.1707187e-02
 8.3784409e-02 5.7679302e-01 2.7415529e-01 5.1703736e-02]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3867_face0.jpg,White,White,Male,0-2,"[0.8231989  0.00284324 0.07461143 0.00314637 0.00328372 0.00886846
 0.08404791]",[0.9913082  0.00332378 0.0036525  0.00171554],[0.82827413 0.1717259 ],"[6.7509520e-01 3.2183060e-01 2.1955287e-03 2.1764632e-04 2.8616629e-04
 2.1752437e-04 1.1272138e-04 3.4912511e-05 9.7251950e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3863_face0.jpg,White,Asian,Female,30-39,"[0.5889997  0.00440721 0.14500484 0.02137193 0.02066232 0.00664589
 0.21290809]",[0.07725151 0.00117149 0.9197084  0.00186867],[0.00172843 0.9982715 ],"[1.1993182e-05 4.8230629e-04 2.0763172e-02 3.5933694e-01 4.9044722e-01
 1.2021463e-01 8.2687186e-03 4.6227613e-04 1.2814628e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2302_face0.jpg,Latino_Hispanic,Black,Female,10-19,"[0.07244722 0.32593027 0.52412957 0.00078607 0.00485975 0.05558607
 0.01626101]",[0.01786904 0.6451696  0.00652236 0.3304389 ],[0.02988923 0.9701108 ],"[1.62440119e-05 9.69960839e-02 7.61086106e-01 1.35794029e-01
 5.98732661e-03 1.18109034e-04 1.95384860e-06 1.38734450e-07
 1.17955548e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3737_face0.jpg,Middle Eastern,Indian,Female,10-19,"[9.5626533e-02 4.7500627e-04 1.1175059e-01 2.8464189e-04 2.4680495e-03
 2.4952289e-01 5.3987229e-01]",[0.1984151  0.00384392 0.00638388 0.79135704],[0.3338364  0.66616356],"[8.6646795e-04 3.4865203e-01 6.1681503e-01 2.4986183e-02 6.4242454e-03
 2.0919184e-03 1.2454460e-04 3.3094482e-05 6.4480137e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2015_face0.jpg,White,Asian,Female,30-39,"[4.9332973e-01 1.6194987e-04 3.5870995e-02 3.0058652e-01 1.2775563e-01
 9.1378676e-04 4.1381415e-02]",[4.6458808e-01 2.2739546e-04 5.3411275e-01 1.0717559e-03],[0.25282547 0.7471745 ],"[4.3866956e-05 1.4892764e-03 8.7012671e-02 3.7967226e-01 4.1362205e-01
 1.0895116e-01 8.4278835e-03 7.4173644e-04 3.9115515e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3109_face0.jpg,White,White,Female,20-29,"[9.8815191e-01 2.1798402e-04 3.1625717e-03 9.1933558e-05 2.9855128e-04
 7.5764561e-05 8.0013182e-03]",[9.9553442e-01 1.0388858e-03 2.8602029e-03 5.6643091e-04],[0.01690081 0.9830992 ],"[1.2432463e-06 1.0220314e-04 2.2040350e-02 5.3079140e-01 3.8541806e-01
 5.8193315e-02 3.1189956e-03 3.1293897e-04 2.1578562e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2100_face0.jpg,Black,Black,Male,10-19,"[4.3485554e-05 9.9743509e-01 1.3318978e-03 8.6707092e-07 2.7375268e-05
 1.1200957e-03 4.1258838e-05]",[2.3633293e-05 9.9860400e-01 2.8875900e-05 1.3434343e-03],[0.92725456 0.07274542],"[4.3227573e-04 1.2411558e-01 5.3224826e-01 2.3804688e-01 9.2479847e-02
 1.1804823e-02 8.3653961e-04 3.3898261e-05 1.8788172e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2944_face0.jpg,Southeast Asian,Indian,Male,20-29,"[0.02276348 0.17033377 0.26924583 0.02695882 0.35233295 0.13936284
 0.01900232]",[0.01313911 0.30306888 0.17915203 0.50464   ],[0.9137521  0.08624792],"[3.2635769e-06 3.2220781e-03 3.1995404e-01 6.2058640e-01 5.4475952e-02
 1.7285105e-03 2.7234237e-05 2.2858087e-06 1.8691033e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/931_face0.jpg,Latino_Hispanic,Indian,Male,40-49,"[0.3146123  0.00091484 0.44063917 0.00265072 0.00566159 0.05838191
 0.17713939]",[0.44047183 0.00614606 0.00552512 0.547857  ],[9.9922103e-01 7.7895774e-04],"[1.9563240e-05 4.5131364e-05 1.8419671e-03 1.1032658e-02 1.8234378e-01
 5.9881532e-01 1.9699517e-01 8.8256067e-03 8.0761354e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/414_face0.jpg,White,Black,Male,30-39,"[0.43505687 0.22091912 0.26313975 0.00064521 0.00183348 0.02386497
 0.05454063]",[0.16457002 0.6494888  0.08534883 0.10059235],[0.6833358 0.3166642],"[1.0354403e-04 1.0119644e-03 5.3069174e-02 3.0258599e-01 4.5064205e-01
 1.7209494e-01 1.9374251e-02 1.0757658e-03 4.2264135e-05]"
detected_faces_fairface_bal_gen_ddpm_ep=206/498_face0.jpg,White,White,Male,30-39,"[9.5686555e-01 1.3520268e-05 4.4952212e-03 2.4358786e-05 6.6711014e-05
 1.1118256e-03 3.7422795e-02]",[0.87002933 0.00129926 0.00681782 0.12185358],[9.9966103e-01 3.3899938e-04],"[6.4074885e-07 5.9545528e-06 4.9996432e-03 2.6160499e-01 5.4832119e-01
 1.7946522e-01 5.4910355e-03 1.0665839e-04 4.6235837e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/387_face0.jpg,East Asian,Asian,Female,20-29,"[2.1519629e-02 1.1784137e-04 1.3076178e-02 7.0928705e-01 2.4194072e-01
 1.2994884e-03 1.2759066e-02]",[1.5056624e-02 3.5050578e-04 9.8442215e-01 1.7067307e-04],[0.00212049 0.9978795 ],"[2.08401866e-06 1.07101456e-04 5.07576801e-02 7.52713978e-01
 1.85744867e-01 1.05089052e-02 1.53028523e-04 1.19573606e-05
 3.55895224e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2433_face0.jpg,Middle Eastern,Indian,Female,10-19,"[0.06957615 0.03761929 0.28022495 0.00063576 0.00304179 0.06812805
 0.54077405]",[0.2573342  0.29895523 0.02150184 0.42220873],[0.07064869 0.9293513 ],"[1.36471062e-04 1.10578969e-01 7.58622169e-01 1.14385076e-01
 1.52598629e-02 9.85899707e-04 2.54560364e-05 5.20747017e-06
 9.35152286e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/2869_face0.jpg,White,White,Female,20-29,"[7.2365105e-01 3.2064380e-04 1.5343922e-01 7.4492383e-04 2.4162957e-03
 2.6520610e-02 9.2907317e-02]",[0.67505676 0.00221694 0.00246971 0.32025656],[0.0035767 0.9964233],"[2.6333964e-07 3.2371073e-04 1.0753187e-01 7.8599852e-01 1.0356443e-01
 2.5603685e-03 2.0294039e-05 6.0560518e-07 2.9218048e-08]"
detected_faces_fairface_bal_gen_ddpm_ep=206/4311_face0.jpg,White,White,Female,3-9,"[9.6207422e-01 2.0538573e-03 8.9558633e-03 9.4932858e-03 6.6288696e-03
 4.7959544e-04 1.0314275e-02]",[9.5409083e-01 2.2201849e-02 2.2820422e-02 8.8692224e-04],[0.44536474 0.5546352 ],"[9.6309902e-03 4.3551704e-01 3.7627581e-01 1.4157985e-01 3.1211210e-02
 4.6542031e-03 7.3355669e-04 2.2603058e-04 1.7123243e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1023_face0.jpg,East Asian,Asian,Female,20-29,"[1.4814129e-03 1.5162014e-05 5.2836427e-04 8.6670142e-01 1.3089401e-01
 3.0162185e-04 7.7998797e-05]",[1.5192643e-03 3.4140212e-05 9.9833524e-01 1.1134445e-04],[0.0541102 0.9458898],"[2.57210719e-04 4.14144248e-02 3.92944366e-01 5.16061127e-01
 4.67022248e-02 2.52378033e-03 8.05540039e-05 1.51579225e-05
 1.21108280e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/4255_face0.jpg,Middle Eastern,White,Male,20-29,"[0.25275302 0.02895047 0.23253578 0.00047146 0.00186944 0.05411062
 0.42930916]",[0.95998317 0.03007075 0.00171271 0.00823336],[0.99517083 0.00482919],"[4.0655773e-06 6.4400258e-05 2.3746930e-02 6.3500124e-01 3.2130268e-01
 1.9342976e-02 4.9521931e-04 3.8892347e-05 3.5948635e-06]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1845_face0.jpg,Latino_Hispanic,White,Female,20-29,"[0.12258766 0.0022784  0.6744844  0.0321971  0.04839975 0.09631541
 0.02373733]",[0.42666638 0.01283504 0.13529256 0.42520607],[6.4584776e-04 9.9935418e-01],"[1.84639543e-06 2.56901491e-03 1.79623887e-01 7.12412298e-01
 1.00561351e-01 4.70202696e-03 1.19664626e-04 9.43019040e-06
 3.15839742e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3649_face0.jpg,East Asian,Asian,Female,50-59,"[1.1305004e-02 1.8219702e-04 9.8151583e-03 5.6138325e-01 4.1137585e-01
 3.1532329e-03 2.7852622e-03]",[5.3615034e-02 4.4848598e-04 9.4456822e-01 1.3683143e-03],[0.0695783 0.9304217],"[2.8901297e-04 1.0909269e-03 1.1757177e-03 4.4656093e-03 3.2180358e-02
 1.7609651e-01 3.7685472e-01 3.3476800e-01 7.3079176e-02]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1876_face0.jpg,White,White,Female,30-39,"[0.6389428  0.02331062 0.07895105 0.00082011 0.01458977 0.15610616
 0.08727957]",[0.56354344 0.35262746 0.05350348 0.03032557],[0.00465045 0.9953496 ],"[2.7946522e-04 7.7149998e-03 3.7189595e-02 1.8023545e-01 3.3318326e-01
 3.2303438e-01 9.9100299e-02 1.8065497e-02 1.1970655e-03]"
detected_faces_fairface_bal_gen_ddpm_ep=206/1927_face0.jpg,East Asian,Asian,Male,30-39,"[0.27629176 0.00419772 0.07586344 0.45776922 0.12831555 0.01328858
 0.04427373]",[0.40211058 0.02283288 0.4981635  0.07689309],[0.97801775 0.02198219],"[1.7468508e-05 1.0152443e-04 1.4405864e-02 2.7592915e-01 4.6063447e-01
 2.1396074e-01 3.1328667e-02 3.4716756e-03 1.5048496e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3300_face0.jpg,Indian,Indian,Female,30-39,"[5.1863450e-03 7.6271308e-04 1.6026881e-02 9.7426391e-06 8.2592574e-05
 7.7831638e-01 1.9961539e-01]",[1.5524963e-02 3.3590142e-03 5.7826866e-04 9.8053777e-01],[0.00272425 0.9972757 ],"[8.0143946e-07 2.4293480e-05 2.5332996e-03 9.8877430e-02 4.0545040e-01
 3.9305028e-01 9.4252266e-02 5.6576533e-03 1.5350593e-04]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3135_face0.jpg,Latino_Hispanic,White,Male,10-19,"[0.11430673 0.0040478  0.32853    0.00163591 0.00295121 0.26128563
 0.28724274]",[0.8320233  0.00163136 0.00433445 0.16201085],[0.9207309  0.07926912],"[6.5004983e-04 3.2200718e-01 5.9026915e-01 7.1329005e-02 1.4005355e-02
 1.6823210e-03 4.8101367e-05 8.0064765e-06 7.7236695e-07]"
detected_faces_fairface_bal_gen_ddpm_ep=206/3890_face0.jpg,White,White,Male,30-39,"[9.9594432e-01 1.1841084e-05 3.6898532e-04 1.6955426e-03 4.3981583e-04
 6.3887062e-05 1.4756578e-03]",[9.7266477e-01 1.0504393e-04 2.7179407e-02 5.0842340e-05],[0.91233385 0.08766615],"[0.0004406  0.00596394 0.10535468 0.25795293 0.37901738 0.20934473
 0.03608033 0.00491712 0.00092826]"
